dataset,profile,scenario_count,A@1,A@3,MRR,A@1_CI95,A@3_CI95,MRR_CI95,summary_file
hipster-batch2-sampled-10p000pct,coverage-first,32,0.21875,0.5,0.4158854166666667,"[0.0938,0.3750]","[0.3125,0.6875]","[0.3051,0.5376]",/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/rca-benchmark-hipster-batch2-sampled-10p000pct-coverage-first-20260403-paper-budgets-10-40-rerun-microrank-10p000pct-summary.json
