dataset,profile,scenario_count,A@1,A@3,MRR,A@1_CI95,A@3_CI95,MRR_CI95,summary_file
hipster-batch2-sampled-0p100pct,coverage-first,7,0.14285714285714285,0.5714285714285714,0.35714285714285715,"[0.0000,0.4286]","[0.1429,0.8571]","[0.1786,0.6071]",/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/rca-benchmark-hipster-batch2-sampled-0p100pct-coverage-first-20260403-paper-budgets-microrank-0p100pct-summary.json
