dataset,budget_pct,budget_slug,incident_capture_latency_ms,early_incident_retention_pct,critical_endpoint_coverage_pct,critical_endpoint_coverage_kept,critical_endpoint_coverage_total,threshold_volatility_pct,max_step_change_pct,kept_error_traces,baseline_error_traces,kept_error_traces_pct,achieved_keep_pct,pre_cap_keep_pct,phase1_summary_file
train-ticket,10.0,10p000pct,0.0,60.0,,0,0,113.22599784701868,956.0738656785409,2536,2536,100.0,9.998538225405643,25.069434293231986,/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/paper-sampling-phase1-train-ticket-10p000pct-20260403-smoke-10.txt
