dataset,profile,scenario_count,A@1,A@3,MRR,A@1_CI95,A@3_CI95,MRR_CI95,summary_file
hipster-batch2,coverage-first,32,0.125,0.3125,0.32333829365079364,"[0.0312,0.2500]","[0.1562,0.4688]","[0.2346,0.4241]",/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/rca-benchmark-hipster-batch2-coverage-first-20260401-summary.json
