dataset,budget_pct,budget_slug,scenario_count,A@1,A@3,MRR,A@1_CI95,A@3_CI95,MRR_CI95,summary_file,phase1_summary_file,sampled_trace_dir,kept_trace_ids_file,calibrated_target_tps,achieved_keep_pct
train-ticket,1.0,1p000pct,17,0.11764705882352941,0.35294117647058826,0.2758451215107562,"[0.0, 0.29411764705882354]","[0.11764705882352941, 0.5882352941176471]","[0.1426087500390906, 0.4216986144230726]",/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/rca-benchmark-train-ticket-sampled-1p000pct-coverage-first-20260403-quickcheck-microrank-1p000pct-summary.json,/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/paper-sampling-phase1-train-ticket-1p000pct-20260403-quickcheck.txt,/home/leeduc/Desktop/KLTN/SignozCore/reports/analysis/paper-sampled-traces/20260403-quickcheck/train-ticket/1p000pct/trace,/home/leeduc/Desktop/KLTN/SignozCore/reports/analysis/paper-sampled-traces/20260403-quickcheck/train-ticket/1p000pct/kept_trace_ids.txt,0.012121254791648613,25.069434293231986
