dataset,profile,scenario_count,A@1,A@3,MRR,A@1_CI95,A@3_CI95,MRR_CI95,summary_file
train-ticket-sampled-10p000pct,coverage-first,17,0.11764705882352941,0.4117647058823529,0.3296027501909855,"[0.0000,0.2941]","[0.1765,0.6471]","[0.2052,0.4687]",/home/leeduc/Desktop/KLTN/SignozCore/reports/compare/rca-benchmark-train-ticket-sampled-10p000pct-coverage-first-20260403-smoke-10-microrank-10p000pct-summary.json
