dataset,budget_pct,budget_slug,paper_A@1_pct,paper_A@3_pct,paper_MRR,ours_A@1_pct,ours_A@3_pct,ours_MRR,delta_A@1_pct,delta_A@3_pct,delta_MRR
train-ticket,1.0,1p000pct,45.16,78.52,0.5889,11.76470588235294,35.294117647058826,0.2758451215107562,-33.395294117647055,-43.22588235294117,-0.3130548784892438
